NOME,AUSENCIA,MATEMATICA,PORTUGUES,BIOLOGIA,RESULTADO
Velma Gomes Zubababo,5,5.7,4.4,5.9,REPROVADO
Rafael de Brandão Anisavic,5,5.7,4.3,0.0,REPROVADO
Isaías Vitor Pires,5,5.6,6.7,6.2,REPROVADO
Lara Neila de Barbosa,5,5.6,6.6,5.5,REPROVADO
Cláudia Verônica de Gusmões,5,5.6,6.5,7.0,REPROVADO
Benjamin Ydle,5,5.6,6.3,6.0,REPROVADO
Tomáz Jorge Dotaer da Silva,5,5.6,6.3,5.0,REPROVADO
Luara Melissa Gobrarnesan Pires,5,5.6,6.3,4.7,REPROVADO
Israel Tegabado Freire,5,5.6,6.2,7.0,REPROVADO
Liane Valverde Câmara,5,5.6,6.2,5.9,REPROVADO
Milton Irna de Cardozo,5,5.6,6.2,5.3,REPROVADO
Roger de Meireles da Rocha Denda,5,5.6,6.2,5.3,REPROVADO
Luara Dilma Ugosusu,5,5.6,6.1,7.5,REPROVADO
Margarida da Rocha de Souza,5,5.6,6.1,4.6,REPROVADO
Wesley de Angola,5,5.6,5.9,5.2,REPROVADO
Ângelo Lucas de Pimentel,5,5.6,5.9,5.0,REPROVADO
Marco dos Santos Oshidri,5,5.6,5.8,5.8,REPROVADO
Alberto de Souza,5,5.6,5.8,5.6,REPROVADO
Terezinha Muzebi de Tozetto,5,5.6,5.8,5.5,REPROVADO
José Leopoldo de Sobral,5,5.6,5.8,0.0,REPROVADO
Wilma Gilmara Schmidt Preto,5,5.6,5.7,5.0,REPROVADO
Frederico Heitor de Brito Gomes,5,5.6,5.6,6.1,REPROVADO
Paula de Garcia,5,5.6,5.6,5.6,REPROVADO
Dante Preto de Tavares da Silva,5,5.6,5.6,5.2,REPROVADO
Lúcio Imem,5,5.6,5.6,5.1,REPROVADO
Bárbara de Menezes Bungre,5,5.6,5.5,5.9,REPROVADO
Manuela Francielle de Amorim,5,5.6,5.5,5.4,REPROVADO
Eloá Pimenta,5,5.6,5.5,5.3,REPROVADO
Vanda Lana dos Santos da Rocha,5,5.6,5.5,4.8,REPROVADO
Samuel Wellington de Albuquerque,5,5.6,5.4,6.7,REPROVADO
Wagner Gilmar Eoaoman de Bueno Pinhão,5,5.6,5.4,6.1,REPROVADO
Ingrid Laivic de Alencar,5,5.6,5.4,5.1,REPROVADO
Rafaela Arno,5,5.6,5.4,5.1,REPROVADO
Isabel Cecília de Barros,5,5.6,5.4,4.9,REPROVADO
Matheus José Kokuhona,5,5.6,5.3,6.9,REPROVADO
Vitória Beatriz Haharido,5,5.6,5.3,6.0,REPROVADO
Giuseppe Mineiro Júnior,5,5.6,5.3,5.5,REPROVADO
Priscila Ihusgruvic Vommulibião de Ortiz,5,5.6,5.2,5.9,REPROVADO
Kim Vinícius dos Santos,5,5.6,5.2,5.5,REPROVADO
Shirley Valéria Tilyenman,5,5.6,5.2,5.1,REPROVADO
Rose Cecília da Silva de Souza,5,5.6,5.2,5.0,REPROVADO
Bruno Firnarn,5,5.6,5.0,6.9,REPROVADO
Genir de Britto,5,5.6,5.0,5.3,REPROVADO
Eloá de Arruda,5,5.6,5.0,4.9,REPROVADO
Alexandre de Torquato Weber da Conceição,5,5.6,5.0,0.0,REPROVADO
Lisa Wareriba,5,5.6,4.9,6.2,REPROVADO
Oliver Olavo de Alcântara Jangada,5,5.6,4.9,5.5,REPROVADO
Wanda Zuleide Eaoison de Figueiredo Jangada,5,5.6,4.8,4.7,REPROVADO
Miguel Hugo Asornevez de Aguiar,5,5.6,4.7,0.0,REPROVADO
Roger Juan da Gama Yona,5,5.6,4.6,5.8,REPROVADO
Edu Ezommorn do Espírito Santo,5,5.6,4.6,5.7,REPROVADO
Rita Veveã,5,5.6,4.5,5.8,REPROVADO
Hildebrando de Godoy Rodrigues Cinvabia,5,5.6,4.5,5.4,REPROVADO
Adílson Fortes Gado Júnior,5,5.6,4.5,4.6,REPROVADO
Damares do Amazonas de Novais,5,5.6,4.3,6.6,REPROVADO
Felícia de Barbosa,5,5.6,4.3,5.2,REPROVADO
Marcelo da Silva de Paiva Dlyge,5,5.6,4.2,5.1,REPROVADO
Cíntia Franco de Oliveira Niya,5,4.9,6.1,6.3,REPROVADO
Décio de Souza da Silva Júnior,5,4.9,6.1,5.9,REPROVADO
Bruno Nicolas Dias de Bueno,5,4.9,6.0,5.7,REPROVADO
Janete Aoirndruson Chise,5,4.9,5.9,0.0,REPROVADO
Josilda de Pereira Piefloi,5,4.9,5.6,6.9,REPROVADO
Isabel Gislaine de Gusmões Freme,5,4.9,5.6,4.9,REPROVADO
Sônia de Souza,5,4.9,5.6,4.7,REPROVADO
Maria dos Santos,5,4.9,5.5,4.8,REPROVADO
Renata Úrsula Gomes Guedes,5,4.9,5.4,6.8,REPROVADO
Carla de Parreira Góis Paim,5,4.9,5.4,5.9,REPROVADO
Danilo Barnabé da Silva,5,4.9,5.4,5.2,REPROVADO
André Josiel dos Santos Yrne Banhos,5,4.9,5.4,4.9,REPROVADO
Jack de Pascoal Júnior,5,4.9,5.4,4.8,REPROVADO
Saulo Max Nobugu Júnior,5,4.9,5.3,4.9,REPROVADO
Cristiane Luzia Giri,5,4.9,5.2,5.4,REPROVADO
Itamara Souto Espada,5,4.9,5.2,5.1,REPROVADO
Solange Arlete de Simões Pimenta,5,4.9,5.2,5.1,REPROVADO
Patrick Marcos Cetoklison Júnior,5,4.9,5.1,5.4,REPROVADO
Roberval Ismael de Santo Antônio,5,4.9,5.1,4.8,REPROVADO
Gilmar Dário de Oliva,5,4.9,5.0,5.6,REPROVADO
Arlete Felícia Iduan de Sales da Silva,5,4.9,4.7,6.0,REPROVADO
Marina Andréia da Silva Riuiduão,5,4.9,4.7,4.9,REPROVADO
Oliver Linuzabo Júnior,5,4.9,4.4,4.9,REPROVADO
Bete Rita de Pereira Pinhão,5,4.8,6.8,7.8,REPROVADO
Margarida da Graça Gomes Gioão,5,4.8,6.4,6.1,REPROVADO
Daniela Elisa de Barbosa Góis,5,4.8,6.3,5.3,REPROVADO
Hilton de Oliveira,5,4.8,6.3,5.3,REPROVADO
Xavier Igor Valente Napulov,5,4.8,6.2,5.2,REPROVADO
Lucas Alberto Agevocirnman,5,4.8,6.2,4.7,REPROVADO
Fabíola Castelo Rimodiman Rosatto,5,4.8,6.1,5.2,REPROVADO
Clara Luzinete Buarque,5,4.8,6.1,4.5,REPROVADO
Mayra de Barbosa dos Santos,5,4.8,6.0,6.0,REPROVADO
Ayrton de Paula,5,4.8,5.9,6.6,REPROVADO
Edinaldo Milton Fiezmez,5,4.8,5.9,6.2,REPROVADO
Yuri Márcio Guerra,5,4.8,5.5,5.5,REPROVADO
Fabiano Celso Irnni,5,4.8,5.2,5.9,REPROVADO
Leonara Samara de Rezende,5,4.8,5.1,5.1,REPROVADO
Aldo de Ortega,5,4.8,4.9,5.3,REPROVADO
Eleriane de Cabral Sibaman,5,4.8,4.9,5.1,REPROVADO
Juliano Wilson dos Pinhais Teles,5,4.8,4.8,4.9,REPROVADO
Laila Phaleã Fortes,5,4.8,4.7,6.0,REPROVADO
Luara Omgi Erata Milani,5,4.8,4.7,5.6,REPROVADO
Ana Buomfiman Rosatto,5,4.8,4.7,0.0,REPROVADO
Davi de Oliva,5,4.8,4.6,5.5,REPROVADO
Adrielle Bruna Coutinho Guerra,5,4.8,4.4,0.0,REPROVADO
Sílvia Tânia de Ayres Klevy,5,4.8,4.0,6.1,REPROVADO
Henrique Freire,5,4.7,6.6,5.9,REPROVADO
Lívia Godore,5,4.7,6.1,6.8,REPROVADO
Nicolas Ayrton Nhi,5,4.7,6.0,4.9,REPROVADO
Albino Hélio Vezaibemson,5,4.7,5.9,0.0,REPROVADO
Hilda Diem Eupupha,5,4.7,5.8,4.8,REPROVADO
Charles Flioal Júnior,5,4.7,5.6,4.9,REPROVADO
Alfredo Jeferson de Santo Antônio Azrrazchi,5,4.7,5.4,5.4,REPROVADO
Nathan de Uchôa Ninpeshi,5,4.7,5.2,5.8,REPROVADO
Manuela da Costa Arnrrihe,5,4.7,5.2,5.3,REPROVADO
Otaviano Ricardo dos Santos,5,4.7,5.1,5.4,REPROVADO
Bernardo Nada Teles,5,4.7,5.1,5.4,REPROVADO
Heron Miguel Baledro,5,4.7,5.1,0.0,REPROVADO
Eleriane de Siqueira,5,4.7,5.0,0.0,REPROVADO
Elias Coutinho,5,4.7,4.9,0.0,REPROVADO
Jorge Vaz,5,4.7,4.9,0.0,REPROVADO
Davi Daniel Cazla de Salgado,5,4.7,4.8,5.3,REPROVADO
Paulo Maurício de Pereira Júnior,5,4.7,4.8,5.3,REPROVADO
Eduarda Pezosus Pidepe,5,4.7,4.8,5.0,REPROVADO
Aldo Cléber Pimenta,5,4.7,4.8,4.6,REPROVADO
Keyla Karina de Barbosa,5,4.7,4.8,0.0,REPROVADO
Raiane Ísis da Silva Besa,5,4.7,4.2,5.7,REPROVADO
Otávio Oebe de Paiva,5,0.0,0.0,0.0,REPROVADO
Pablo Rodrigues,5,0.0,0.0,0.0,REPROVADO
Paula de Drummond,5,0.0,0.0,0.0,REPROVADO
Paula Gomes de Pereira,5,0.0,0.0,0.0,REPROVADO
Paula Luciana Ickaca,5,0.0,0.0,0.0,REPROVADO
Paula Quênia Kiyopo,5,0.0,0.0,0.0,REPROVADO
Paulínia de Cerqueira da Paz,5,0.0,0.0,0.0,REPROVADO
Paulo Mariano Deorn,5,0.0,0.0,0.0,REPROVADO
Plínio Caio de Meireles,5,0.0,0.0,0.0,REPROVADO
Plínio Luciano de Salvador,5,0.0,0.0,0.0,REPROVADO
Poliana de Paranhos Marinho,5,0.0,0.0,0.0,REPROVADO
Quésia da Silva Vasigraov de Godoy,5,0.0,0.0,0.0,REPROVADO
Quésia Marilúcia Gomes Taozi,5,0.0,0.0,0.0,REPROVADO
Quico Benjamin de Gimenes,5,0.0,0.0,0.0,REPROVADO
Quitéria Ariana de Machado Paim,5,0.0,0.0,0.0,REPROVADO
Quitéria Regina Tsuzone de Bezerra,5,0.0,0.0,0.0,REPROVADO
Quitéria Zilda de Macedo,5,0.0,0.0,0.0,REPROVADO
Rafaela Biaman da Paraíba,5,0.0,0.0,0.0,REPROVADO
Raí de Parreira,5,0.0,0.0,0.0,REPROVADO
Raiane da Silva dos Reis de Padilha,5,0.0,0.0,0.0,REPROVADO
Raíssa dos Santos de Araújo,5,0.0,0.0,0.0,REPROVADO
Ramon dos Santos de Brandão,5,0.0,0.0,0.0,REPROVADO
Raquel de Cardoso,5,0.0,0.0,0.0,REPROVADO
Rebeca de Souza Unvus,5,0.0,0.0,0.0,REPROVADO
Reginaldo Giuseppe Fumebiya de Monteiro,5,0.0,0.0,0.0,REPROVADO
Renato Alfredo Noshi Pamgre,5,0.0,0.0,0.0,REPROVADO
Renato Gomes,5,0.0,0.0,0.0,REPROVADO
Ricardo Lopes,5,0.0,0.0,0.0,REPROVADO
Rita Ifu da Silva de Pascoal,5,0.0,0.0,0.0,REPROVADO
Rita Rosana de Souza Keane,5,0.0,0.0,0.0,REPROVADO
Rivaldo Táles de Albuquerque Neto,5,0.0,0.0,0.0,REPROVADO
Robert David de Barbosa Umne Espada Júnior,5,0.0,0.0,0.0,REPROVADO
Roberto de Alencar Rico,5,0.0,0.0,0.0,REPROVADO
Roberto Oliver Torres,5,0.0,0.0,0.0,REPROVADO
Rodrigo Eric de Lemos,5,0.0,0.0,0.0,REPROVADO
Romildo Adencazduvic Seixas Neto,5,0.0,0.0,0.0,REPROVADO
Ronaldo de Lemes,5,0.0,0.0,0.0,REPROVADO
Rosa Ísis de Oliveira,5,0.0,0.0,0.0,REPROVADO
Rosana Selma de Moura Branco,5,0.0,0.0,0.0,REPROVADO
Rose do Rio,5,0.0,0.0,0.0,REPROVADO
Rose Michi,5,0.0,0.0,0.0,REPROVADO
Rosilda Adriana Eboel da Conceição,5,0.0,0.0,0.0,REPROVADO
Rosilda Edilene Bamihe da Silva,5,0.0,0.0,0.0,REPROVADO
Rosimeire Jussara de Oliveira Poamazy,5,0.0,0.0,0.0,REPROVADO
Rute Amanda da Silva,5,0.0,0.0,0.0,REPROVADO
Rute Mercado Penedo Zebi,5,0.0,0.0,0.0,REPROVADO
Sabrina de Souza Yurosa Nunes,5,0.0,0.0,0.0,REPROVADO
Samanta de Meireles,5,0.0,0.0,0.0,REPROVADO
Samanta de Souza Góis,5,0.0,0.0,0.0,REPROVADO
Samanta Janaína de Araújo Ximenes Bahahon,5,0.0,0.0,0.0,REPROVADO
Samanta Pomi,5,0.0,0.0,0.0,REPROVADO
Samara Yeda de Souza,5,0.0,0.0,0.0,REPROVADO
Sâmia Bella da Cunha,5,0.0,0.0,0.0,REPROVADO
Sâmia Pamo Gutierrez,5,0.0,0.0,0.0,REPROVADO
Sandra Herrera de Arantes,5,0.0,0.0,0.0,REPROVADO
Sandro do Paraná Gutierrez,5,0.0,0.0,0.0,REPROVADO
Sandro Eugênio do Vale,5,0.0,0.0,0.0,REPROVADO
Sandro Gustavo Gomes Mercado Júnior,5,0.0,0.0,0.0,REPROVADO
Sandro Vinícius Dutra Ameya,5,0.0,0.0,0.0,REPROVADO
Sebastião Miguel da Serra,5,0.0,0.0,0.0,REPROVADO
Selena Anna dos Santos de Espanha,5,0.0,0.0,0.0,REPROVADO
Selma Camila das Neves,5,0.0,0.0,0.0,REPROVADO
Selma Jangada Nuzum de Vieira,5,0.0,0.0,0.0,REPROVADO
Sérgio de Araújo Ilofloman Achiyvic,5,0.0,0.0,0.0,REPROVADO
Shirley Cássia Gomes da Silva,5,0.0,0.0,0.0,REPROVADO
Shirley de Pereira,5,0.0,0.0,0.0,REPROVADO
Shirley Droubilman de Miranda,5,0.0,0.0,0.0,REPROVADO
Shirley Luzimara de Uchôa,5,0.0,0.0,0.0,REPROVADO
Silvair Yuri da Graça,5,0.0,0.0,0.0,REPROVADO
Sílvia Valdirene de Alves Rosmalson,5,0.0,0.0,0.0,REPROVADO
Soraya da Silva,5,0.0,0.0,0.0,REPROVADO
Tábata Melanie da Gama,5,0.0,0.0,0.0,REPROVADO
Tainá Rogun,5,0.0,0.0,0.0,REPROVADO
Taís Aline Ekri do Piauí,5,0.0,0.0,0.0,REPROVADO
Talita Elisângela da Silva,5,0.0,0.0,0.0,REPROVADO
Talita Rosilda de Rezende dos Santos,5,0.0,0.0,0.0,REPROVADO
Tânia Camila Góis,5,0.0,0.0,0.0,REPROVADO
Tatiana Aedu,5,0.0,0.0,0.0,REPROVADO
Tatiana Ovuov de Junqueira,5,0.0,0.0,0.0,REPROVADO
Telma Imbro,5,0.0,0.0,0.0,REPROVADO
Tiago Inácio Emcasamman Júnior,5,0.0,0.0,0.0,REPROVADO
Tina Eliane de Ortiz Pinto,5,0.0,0.0,0.0,REPROVADO
Tina Ivete de Oliva,5,0.0,0.0,0.0,REPROVADO
Tina Rute Grea,5,0.0,0.0,0.0,REPROVADO
Tina Sílvia Cavalcante Iuzvo da Silva,5,0.0,0.0,0.0,REPROVADO
Tomáz de Teixeira,5,0.0,0.0,0.0,REPROVADO
Tomáz Zeca Tabewa Gomes,5,0.0,0.0,0.0,REPROVADO
Toninho Danilo Prates Geduson,5,0.0,0.0,0.0,REPROVADO
Toninho Klein,5,0.0,0.0,0.0,REPROVADO
Uribe Ronaldo Muyo,5,0.0,0.0,0.0,REPROVADO
Valdirene Heomukonov,5,0.0,0.0,0.0,REPROVADO
Valquíria Fabíola de Paranhos Gomes,5,0.0,0.0,0.0,REPROVADO
Velma Fragoso de Trindade,5,0.0,0.0,0.0,REPROVADO
Velma Vrueirna,5,0.0,0.0,0.0,REPROVADO
Vera Envial,5,0.0,0.0,0.0,REPROVADO
Vera Mirian Branco,5,0.0,0.0,0.0,REPROVADO
Vera Valquíria de Ramos,5,0.0,0.0,0.0,REPROVADO
Verônica da Silva Pinhão Poesmo,5,0.0,0.0,0.0,REPROVADO
Victor da Paz de Pereira,5,0.0,0.0,0.0,REPROVADO
Victor da Silva,5,0.0,0.0,0.0,REPROVADO
Victor José das Neves,5,0.0,0.0,0.0,REPROVADO
Victor Ozeu,5,0.0,0.0,0.0,REPROVADO
Vinícius Cícero Earnman de Britto,5,0.0,0.0,0.0,REPROVADO
Vívian dos Santos,5,0.0,0.0,0.0,REPROVADO
Viviane dos Santos,5,0.0,0.0,0.0,REPROVADO
Viviane Vitória Bromusugem,5,0.0,0.0,0.0,REPROVADO
Wagner da Paraíba Júnior,5,0.0,0.0,0.0,REPROVADO
Wagner Erraçoson da Silva,5,0.0,0.0,0.0,REPROVADO
Wagner Pedro Naves,5,0.0,0.0,0.0,REPROVADO
Walderice do Amaral de Medeiros,5,0.0,0.0,0.0,REPROVADO
Wanda Tatiane dos Santos de Barboza,5,0.0,0.0,0.0,REPROVADO
Washington Edivaldo do Amazonas,5,0.0,0.0,0.0,REPROVADO
Wellington Bernardo de Muniz Hide,5,0.0,0.0,0.0,REPROVADO
Wellington da Nóbrega,5,0.0,0.0,0.0,REPROVADO
Wellington Kevin de Chaves Milani,5,0.0,0.0,0.0,REPROVADO
Wendy Angélica do Maranhão Kledebrixe,5,0.0,0.0,0.0,REPROVADO
Wendy Bruna da Silva,5,0.0,0.0,0.0,REPROVADO
Wendy Eleonora da Silva Coutinho Zatoyo,5,0.0,0.0,0.0,REPROVADO
Wesley Aseiman Terceiro,5,0.0,0.0,0.0,REPROVADO
Wilson Cavalcante Duzyov,5,0.0,0.0,0.0,REPROVADO
Wilson de Bueno,5,0.0,0.0,0.0,REPROVADO
Wilson Mana,5,0.0,0.0,0.0,REPROVADO
Xavier Zoisyri,5,0.0,0.0,0.0,REPROVADO
Xerxes da Nóbrega Tlinontern,5,0.0,0.0,0.0,REPROVADO
Xerxes Yuri de Braga,5,0.0,0.0,0.0,REPROVADO
Xilena Danielle de Sampaio,5,0.0,0.0,0.0,REPROVADO
Yeda da Silva,5,0.0,0.0,0.0,REPROVADO
Yolanda dos Santos,5,0.0,0.0,0.0,REPROVADO
Yuri Martinho Gemura Vezason Terceiro,5,0.0,0.0,0.0,REPROVADO
Zara Eaveo Nagrodregra,5,0.0,0.0,0.0,REPROVADO
Zeca Ilnevlison de Oliveira dos Reis,5,0.0,0.0,0.0,REPROVADO
Zeca Milton da Silva,5,0.0,0.0,0.0,REPROVADO
Zenaide Madalena Nople Marques,5,0.0,0.0,0.0,REPROVADO
Zilda de Assunção da Conceição,5,0.0,0.0,0.0,REPROVADO
Zilda Lopes Tristão,5,0.0,0.0,0.0,REPROVADO
Zuleide de Pinheiro Quernarngiern,5,0.0,0.0,0.0,REPROVADO
Zulmira Telma de Santana,5,0.0,0.0,0.0,REPROVADO
Jéssica Adrielle Marques,4,9.0,9.0,9.9,APROVADO
Velma Prates,4,8.3,8.2,9.3,APROVADO
Cássia Thaíssa Mendes,4,8.3,8.2,8.8,APROVADO
Fred Oliver Biyle de Soares,4,8.2,8.4,9.2,APROVADO
Laís de Souza Jitaosli,4,8.1,8.4,7.3,APROVADO
Sheila Isaiane de Martins da Graça Bahia,4,8.1,8.3,8.4,APROVADO
Helder Rodolfo de Palhares Paha Júnior,4,8.1,8.0,9.4,APROVADO
Marli do Amazonas Gese,4,8.1,7.8,8.9,APROVADO
Everton Felipe de Araújo,4,8.1,7.3,7.2,APROVADO
Wagner Benjamin Guerra,4,8.0,8.8,9.2,APROVADO
Alisson de Souza,4,8.0,8.7,9.9,APROVADO
Michele Larissa Penedo,4,8.0,7.8,9.0,APROVADO
Cármen Cássia de Tavares Iomman Aza,4,7.9,9.2,9.2,APROVADO
Fabiana Luiza de Oliveira do Amaral,4,7.9,9.0,7.8,APROVADO
Patrícia Cibele de Aguiar,4,7.9,8.4,9.5,APROVADO
Wendy Olívia do Piauí Góis,4,7.9,7.8,9.1,APROVADO
Vera da Silva Eau Eraov,4,7.9,7.8,8.7,APROVADO
Edivaldo João Ouan,4,7.9,7.4,9.1,APROVADO
Priscila de Drummond,4,7.9,7.2,9.4,APROVADO
Wendy Pimenta,4,7.8,8.1,9.3,APROVADO
Suzy Shirley de Ramos Souto,4,7.8,7.9,8.6,APROVADO
Josilda Elisete de Fernandes,4,7.8,7.9,8.1,APROVADO
Júlio de Guimarães Vesa,4,7.8,7.9,7.3,APROVADO
Ariel Samila Foyromovic,4,7.8,7.8,7.6,APROVADO
Wally Pablo Gromreã Banhos Oseson,4,7.8,7.5,6.7,APROVADO
Daniel Damião de Alcântara Yniezon,4,7.8,7.5,6.6,APROVADO
Charlene da Silva,4,7.7,8.1,8.9,APROVADO
Cirilo Giuseppe de Sales,4,7.7,8.0,8.3,APROVADO
Bianca Eleonora Moreno de Tozetto,4,7.7,7.9,9.2,APROVADO
Alana da Luz Ryclenovic Branco,4,7.7,7.9,8.2,APROVADO
Luzia da Silva,4,7.7,7.8,8.2,APROVADO
Moisés Walter de Almeida,4,7.7,7.8,6.8,APROVADO
Cristina de Toledo da Silva Geizman,4,7.7,7.7,6.3,APROVADO
Sandro da Encarnação,4,7.7,7.6,8.9,APROVADO
Sandra Karina de Macedo,4,7.7,7.5,8.8,APROVADO
Alex Felipe de Martins Júnior,4,7.7,7.5,8.2,APROVADO
Cristina Valente de Souza,4,7.7,7.5,8.0,APROVADO
Amanda da Nóbrega,4,7.7,7.5,7.9,APROVADO
Mikaella de Sampaio Rodrigues,4,7.6,8.2,9.0,APROVADO
Ediane Estrada de Freitas,4,7.6,8.1,8.0,APROVADO
Isaiane Ebrolebeã da Silva,4,7.6,8.0,8.9,APROVADO
Maria Elaine Efiae,4,7.6,7.9,9.1,APROVADO
Eleriane de Oliveira Mercado,4,7.6,7.8,6.4,APROVADO
Lara da Cruz de Menezes,4,7.6,7.5,9.0,APROVADO
Alana Rute Fushi Yzje Herrera,4,7.6,7.5,8.5,APROVADO
Alisson Olemã de Pereira,4,7.6,7.5,7.8,APROVADO
Adriana Bopovic,4,7.6,7.5,6.6,APROVADO
Thiago Otaviano Weber de Barros Júnior,4,7.6,7.5,6.3,APROVADO
Lili Viviane Izoman de Vargas,4,7.6,7.3,6.8,APROVADO
Ana Leni Pinto Azemsza de Pereira,4,7.6,7.2,8.1,APROVADO
Aurélio Cleberson do Rio de Bragança Mocy Júnior,4,7.6,7.2,7.9,APROVADO
Thaíssa Ana de Noronha da Silva,4,7.5,8.4,7.7,APROVADO
Joyce de Fraga,4,7.5,8.2,7.6,APROVADO
Vitor Joaquim de Souza,4,7.5,8.1,6.0,APROVADO
Matilde de Parreira,4,7.5,7.8,6.4,APROVADO
Rafaela de Paiva Giezman dos Santos,4,7.5,7.7,8.8,APROVADO
Nathan Hamilton de Oliveira,4,7.5,7.6,7.1,APROVADO
Quitéria Ysarniov,4,7.5,7.6,6.9,APROVADO
Maria Jenny Cegresizoan Dias de Pereira,4,7.5,7.5,7.2,APROVADO
Abílio Valter Cuitapimson Valião,4,7.5,7.5,6.9,APROVADO
Cristiane da Silva,4,7.5,7.4,7.2,APROVADO
Maria Orneblimov dos Santos,4,7.5,7.4,7.1,APROVADO
Anna Cibele Yiea,4,7.5,7.3,7.8,APROVADO
João de Bueno,4,7.5,7.3,6.6,APROVADO
Lúcia Paulínia Caceão de Leite Woean,4,7.5,7.2,6.9,APROVADO
Reinaldo Herrera do Paraná,4,7.5,7.1,7.6,APROVADO
Sâmia Aparecida Alavic de Souza,4,7.5,7.1,6.9,APROVADO
Marilúcia de Abreu,4,7.5,6.9,7.9,APROVADO
Gislaine Mourão,4,7.5,6.8,9.2,APROVADO
Oliver Frederico da Silva de Oliveira Ilzza,4,7.5,6.0,7.5,APROVADO
Fred de Noronha Chemaolovic da Cruz,4,7.4,8.3,9.0,APROVADO
Paula Marlene Pibahemo,4,7.4,8.3,6.0,APROVADO
Wally Laércio Plernason Castelo Câmara Neto,4,7.4,8.2,7.7,APROVADO
Álvaro Laércio Ioer,4,7.4,8.1,8.5,APROVADO
Albino Renato Imipimão de Morais,4,7.4,7.8,8.9,APROVADO
André José Câmara dos Santos Neto,4,7.4,7.8,8.3,APROVADO
Maíra Repe de Araújo,4,7.4,7.7,8.6,APROVADO
Osvaldo Iboer,4,7.4,7.7,7.8,APROVADO
Raíssa Dorami,4,7.4,7.7,7.2,APROVADO
Albino Xavier Trevisan da Silva,4,7.4,7.6,7.7,APROVADO
Humberto Everton Uiozson Olier,4,7.4,7.6,7.5,APROVADO
Bernardo de Pereira dos Santos Uebruer,4,7.4,7.5,6.2,APROVADO
Denise Jiebel de Jesus,4,7.4,7.4,8.9,APROVADO
Milene de Teixeira Tommon,4,7.4,7.4,8.5,APROVADO
Roger Góis,4,7.4,7.4,7.3,APROVADO
Manuela de Campos dos Santos Gomes,4,7.4,7.4,6.6,APROVADO
Lino Israel de Souza da Nóbrega,4,7.4,7.4,6.3,APROVADO
Elisete Penedo Oheinfys da Silva,4,7.4,7.3,7.9,APROVADO
Paula Flaymov,4,7.4,7.3,7.4,APROVADO
Jackson Anusson,4,7.4,7.3,6.8,APROVADO
Eduardo Zeca da Luz,4,7.4,7.2,7.1,APROVADO
Sônia Faniskoer de Salvador,4,7.4,7.2,6.1,APROVADO
Raí de Souza dos Santos Gapo,4,7.4,7.1,7.7,APROVADO
Frederico Hido dos Santos,4,7.4,7.0,7.8,APROVADO
Dilma da Silva,4,7.4,6.9,6.9,APROVADO
Manoel Robson de Mello Gomes dos Santos,4,7.4,6.8,7.7,APROVADO
Adriana de Amorim,4,7.4,6.8,6.5,APROVADO
Kiara Clidriman,4,7.4,6.7,6.6,APROVADO
Joaquim Espada,4,7.4,6.6,6.8,APROVADO
Zeca Yamamazo,4,7.4,6.6,6.1,APROVADO
Martinho Emanoel Ribeiro,4,7.3,8.1,9.0,APROVADO
Caroline Ana de Salgado,4,7.3,8.0,6.7,APROVADO
Marlon Artur Kasdy Akro,4,7.3,7.9,9.4,APROVADO
Luzia Wogoba Ximenes,4,7.3,7.9,9.0,APROVADO
Wendy Fontes,4,7.3,7.7,7.7,APROVADO
Vanda Heloísa Eiov dos Santos,4,7.3,7.6,7.3,APROVADO
Olga Franco Guedes,4,7.3,7.6,7.0,APROVADO
Maria Karina de Pacheco Iagloes,4,7.3,7.5,9.7,APROVADO
Beto da Rocha,4,7.3,7.5,8.6,APROVADO
Celina Teresa Isfa de Moura,4,7.3,7.5,6.5,APROVADO
Itamara de Fonseca,4,7.3,7.4,7.9,APROVADO
Dário Luiz Ganvelecro,4,7.3,7.4,7.1,APROVADO
Bruna Dina de Barboza da Gama,4,7.3,7.4,6.7,APROVADO
Nayara Flaviana Eylan,4,7.3,7.4,6.6,APROVADO
Tainá Elisete Zepluov da Silva,4,7.3,7.2,9.1,APROVADO
Cícera Voze,4,7.3,7.2,7.7,APROVADO
Manuela de Souza Pruason,4,7.3,7.1,7.4,APROVADO
Ismael Schmidt Barroso da Silva Neto,4,7.3,7.0,7.8,APROVADO
Quitéria Torres de Toledo Guedes,4,7.3,7.0,6.9,APROVADO
Catarina Flaviana Nype Akifugi,4,7.3,7.0,6.6,APROVADO
Nilton Mário de Farias Ozdia,4,7.3,7.0,6.4,APROVADO
Amélia Catarina de Angola Imiel,4,7.3,6.9,7.8,APROVADO
Luiz Jacinto de Sampaio Pinhão,4,7.3,6.9,7.5,APROVADO
Tina Maria de Araújo Quavez,4,7.3,6.8,6.6,APROVADO
Sílvia Eulália Schmidt Olcizscom,4,7.3,6.6,6.7,APROVADO
Ricardo Everaldo da Silva,4,7.3,6.6,6.3,APROVADO
Baltazar de Vieira Balbepreppin,4,7.3,6.5,7.2,APROVADO
Jenny de Álvares,4,7.2,7.8,7.0,APROVADO
Emílio Preto,4,7.2,7.7,7.8,APROVADO
Leo de Jesus Ikruean,4,7.2,7.7,6.7,APROVADO
Leo Reinaldo de Tavares,4,7.2,7.6,8.5,APROVADO
